s.no,status,txn_description,balance,extraction date,extraction time,gender,age,amount,movement,customer_long,customer_lat
8803,authorized,SALES-POS,8260.14,07-10-2018,01:34:03,M,69,45.54,debit,144.9,-37.76
8804,posted,PAYMENT,8636.5,07-10-2018,02:00:00,M,22,25,debit,145,-37.88
8805,posted,PHONE BANK,3965.11,07-10-2018,02:00:00,M,30,134,debit,153,-27.61
8806,authorized,SALES-POS,7792.67,07-10-2018,02:01:59,M,21,12.89,debit,147,-37.97
8807,authorized,POS,15840.91,07-10-2018,02:51:59,M,24,21.24,debit,152.9,-27.49
8808,posted,INTER BANK,50450.29,07-10-2018,03:00:00,M,22,36,debit,145,-37.91
8809,authorized,SALES-POS,7061.68,07-10-2018,03:55:59,F,41,26.95,debit,144.9,-37.79
8810,posted,PAYMENT,4501.15,07-10-2018,04:00:00,F,24,38,debit,145.4,-37.74
8811,authorized,POS,6890.51,07-10-2018,04:42:43,M,26,55.89,debit,115.7,-31.9
8812,posted,PAYMENT,25096.19,07-10-2018,05:00:00,F,34,31,debit,138.5,-35.01
8813,posted,PAYMENT,3967.67,07-10-2018,05:00:00,F,64,30,debit,147.3,-42.88
8814,posted,INTER BANK,68625.45,07-10-2018,06:00:00,M,40,39,debit,115.8,-31.9
8815,authorized,SALES-POS,7357.75,07-10-2018,06:47:29,F,27,222.32,debit,116,-32
8816,posted,PAYMENT,5011.46,07-10-2018,07:00:00,M,20,49,debit,145,-37.92
8817,authorized,SALES-POS,4472.48,07-10-2018,07:49:59,F,24,28.67,debit,145.4,-37.74
8818,posted,INTER BANK,8603.5,07-10-2018,08:00:00,M,22,33,debit,145,-37.88
8819,authorized,SALES-POS,3764.27,07-10-2018,08:22:09,F,40,27.68,debit,153.1,-27.66
8820,authorized,POS,2993.17,07-10-2018,08:49:11,F,26,14.22,debit,153.4,-27.95
8821,posted,PAYMENT,14343.43,07-10-2018,09:00:00,F,19,200,debit,150.8,-34.01
8822,authorized,POS,8667.69,07-10-2018,09:07:13,M,22,154.56,debit,255,-573
8823,authorized,SALES-POS,6007.78,07-10-2018,09:19:16,M,42,487.32,debit,150.9,-33.78
8824,authorized,POS,3956.1,07-10-2018,09:31:19,F,64,11.57,debit,147.3,-42.88
8825,authorized,POS,5986.23,07-10-2018,09:43:22,M,42,21.55,debit,150.9,-33.78
8826,authorized,POS,15835.04,07-10-2018,09:55:25,M,24,5.87,debit,152.9,-27.49
8827,posted,PAYMENT,38900.35,07-10-2018,10:00:00,M,21,42,debit,146.9,-36.07
8828,authorized,SALES-POS,2984.62,07-10-2018,10:05:50,F,26,8.55,debit,153.4,-27.95
8829,authorized,SALES-POS,2952.98,07-10-2018,10:15:16,F,26,31.64,debit,153.4,-27.95
8830,authorized,SALES-POS,15776.24,07-10-2018,10:24:43,M,24,58.8,debit,152.9,-27.49
8831,authorized,SALES-POS,5412.97,07-10-2018,10:34:09,F,18,11.18,debit,138.6,-34.89
8832,authorized,SALES-POS,2942.1,07-10-2018,10:43:35,F,26,10.88,debit,153.4,-27.95
8833,authorized,POS,13042.56,07-10-2018,10:53:01,M,28,17.6,debit,147.6,-22.84
8834,posted,PAYMENT,41152.99,07-10-2018,11:00:00,M,28,28,debit,151.1,-33.89
8835,posted,INTER BANK,17417.05,07-10-2018,11:00:00,M,43,31,debit,145.1,-37.84
8836,posted,INTER BANK,32129.78,07-10-2018,11:00:00,F,43,38,debit,145.3,-38.03
8837,posted,PAYMENT,13008.56,07-10-2018,11:00:00,M,28,34,debit,147.6,-22.84
8838,authorized,SALES-POS,9711.65,07-10-2018,11:02:47,F,19,60.84,debit,145.1,-37.76
8839,authorized,POS,3940.94,07-10-2018,11:13:32,F,64,15.16,debit,147.3,-42.88
8840,authorized,SALES-POS,6868.34,07-10-2018,11:24:18,M,26,22.17,debit,115.7,-31.9
8841,authorized,SALES-POS,17457.39,07-10-2018,11:35:03,M,20,18.34,debit,138.5,-35.27
8842,authorized,SALES-POS,20040.8,07-10-2018,11:45:48,F,38,19.38,debit,144.8,-37.81
8843,authorized,POS,3484.54,07-10-2018,11:56:33,F,30,143.85,debit,138.6,-34.93
8844,posted,PAYMENT,9776.17,07-10-2018,12:00:00,M,19,37,debit,115.9,-32.07
8845,authorized,SALES-POS,18701.14,07-10-2018,12:12:49,M,29,19.17,debit,121.4,-30.75
8846,authorized,SALES-POS,202270.07,07-10-2018,12:31:41,F,40,30.85,debit,143.8,-37.66
8847,authorized,SALES-POS,3749.19,07-10-2018,12:50:33,F,40,15.08,debit,153.1,-27.66
8848,authorized,POS,9694.3,07-10-2018,13:09:59,F,19,17.35,debit,145.1,-37.76
8849,authorized,SALES-POS,15419.01,07-10-2018,13:29:59,M,19,50.96,debit,146.9,-36.04
8850,authorized,SALES-POS,12969.42,07-10-2018,13:49:59,M,28,39.14,debit,147.6,-22.84
8851,posted,PAYMENT,5596.75,07-10-2018,14:00:00,M,25,99,debit,145.7,-17.03
8852,posted,INTER BANK,17006.54,07-10-2018,14:00:00,M,18,40,debit,153.4,-28.01
8853,authorized,POS,6827.69,07-10-2018,14:06:14,M,26,40.65,debit,115.7,-31.9
8854,authorized,SALES-POS,8234.72,07-10-2018,14:18:44,F,21,36.89,debit,145,-37.95
8855,authorized,POS,6775.48,07-10-2018,14:31:14,F,25,20.15,debit,115.7,-31.72
8856,authorized,SALES-POS,9614.65,07-10-2018,14:43:44,F,19,79.65,debit,145.1,-37.76
8857,authorized,POS,7989.21,07-10-2018,14:56:14,F,21,245.51,debit,145,-37.95
8858,authorized,SALES-POS,6757.81,07-10-2018,15:09:43,F,25,17.67,debit,115.7,-31.72
8859,authorized,POS,8512.23,07-10-2018,15:23:36,M,22,11.57,debit,151,-33.93
8860,authorized,POS,12263.74,07-10-2018,15:37:29,M,21,9.59,debit,115.8,-31.82
8861,authorized,POS,2932.11,07-10-2018,15:51:23,F,26,9.99,debit,153.4,-27.95
8862,authorized,SALES-POS,4457.73,07-10-2018,16:07:45,F,24,14.75,debit,145.4,-37.74
8863,authorized,SALES-POS,8827.73,07-10-2018,16:28:09,M,20,80.3,debit,151.2,-33.87
8864,authorized,SALES-POS,19277.66,07-10-2018,16:48:34,M,38,102.06,debit,143.8,-37.66
8865,posted,PAYMENT,7817.43,07-10-2018,17:00:00,F,30,154,debit,145,-37.85
8866,posted,PAYMENT,3462.54,07-10-2018,17:00:00,F,30,22,debit,138.6,-34.93
8867,authorized,POS,2921.91,07-10-2018,17:07:51,F,26,10.2,debit,153.4,-27.95
8868,authorized,SALES-POS,5968.97,07-10-2018,17:25:42,M,42,17.26,debit,150.9,-33.78
8869,authorized,SALES-POS,15699.85,07-10-2018,17:43:34,M,24,76.39,debit,152.9,-27.49
8870,posted,PAYMENT,8798.45,07-10-2018,18:00:00,M,31,45,debit,151.1,-33.99
8871,authorized,POS,6808.07,07-10-2018,18:02:06,M,26,19.62,debit,115.7,-31.9
8872,authorized,SALES-POS,6401.26,07-10-2018,18:28:25,M,23,61.17,debit,150.9,-34.37
8873,authorized,POS,622.53,07-10-2018,18:54:44,M,38,22.22,debit,151.2,-33.94
8874,posted,PAYMENT,14055.4,07-10-2018,19:00:00,F,23,18,debit,145,-37.93
8875,posted,INTER BANK,16979.54,07-10-2018,19:00:00,M,18,27,debit,153.4,-28.01
8876,authorized,POS,9583.07,07-10-2018,19:15:05,F,19,31.58,debit,145.1,-37.76
8877,authorized,POS,3407.94,07-10-2018,19:33:57,M,24,20.83,debit,145,-37.83
8878,authorized,SALES-POS,12245.96,07-10-2018,19:52:49,M,21,17.78,debit,115.8,-31.82
8879,posted,PAYMENT,18653.14,07-10-2018,20:00:00,M,29,48,debit,121.4,-30.75
8880,posted,PAYMENT,6359.26,07-10-2018,20:00:00,M,23,42,debit,150.9,-34.37
8881,authorized,SALES-POS,6748.31,07-10-2018,20:05:47,F,25,9.5,debit,115.7,-31.72
8882,authorized,POS,6738.54,07-10-2018,20:15:08,F,25,9.77,debit,115.7,-31.72
8883,authorized,SALES-POS,10278.29,07-10-2018,20:24:29,M,26,27.93,debit,144.8,-37.69
8884,authorized,SALES-POS,7336.33,07-10-2018,20:33:49,F,27,21.42,debit,116,-32
8885,authorized,POS,2913.68,07-10-2018,20:43:10,F,26,8.23,debit,153.4,-27.95
8886,authorized,POS,14245.19,07-10-2018,20:52:31,F,39,119.45,debit,151,-33.8
8887,posted,PHONE BANK,10190.85,07-10-2018,21:00:00,M,22,158,debit,151.1,-33.8
8888,posted,PAYMENT,3232.51,07-10-2018,21:00:00,F,18,50,debit,153,-27.48
8889,authorized,SALES-POS,5570.74,07-10-2018,21:01:16,M,25,26.01,debit,145.7,-17.03
8890,authorized,SALES-POS,14224.64,07-10-2018,21:07:38,F,39,20.55,debit,151,-33.8
8891,authorized,POS,7312.24,07-10-2018,21:14:00,F,27,24.09,debit,116,-32
8892,authorized,SALES-POS,3736.56,07-10-2018,21:20:22,F,40,12.63,debit,153.1,-27.66
8893,authorized,POS,25090.59,07-10-2018,21:33:07,F,34,5.6,debit,138.5,-35.01
8894,authorized,POS,10264.99,07-10-2018,21:39:29,M,26,13.3,debit,144.8,-37.69
8895,authorized,SALES-POS,6680.01,07-10-2018,21:45:51,F,25,58.53,debit,115.7,-31.72
8896,authorized,SALES-POS,3700.94,07-10-2018,21:52:13,F,40,35.62,debit,153.1,-27.66
8897,authorized,POS,12225.6,07-10-2018,21:58:35,M,21,20.36,debit,115.8,-31.82
8898,posted,PAYMENT,16326.49,07-10-2018,22:00:00,M,40,25,debit,151.2,-33.96
8899,posted,PAYMENT,38765.35,07-10-2018,22:00:00,M,21,135,debit,146.9,-36.07
8900,authorized,SALES-POS,6353.39,07-10-2018,22:09:44,M,23,5.87,debit,150.9,-34.37
8901,authorized,SALES-POS,43764.72,07-10-2018,22:22:14,M,38,121.59,debit,151.2,-33.9
8902,authorized,POS,2904.06,07-10-2018,22:34:44,F,26,9.62,debit,153.4,-27.95
8903,authorized,SALES-POS,25067.43,07-10-2018,22:47:14,F,34,23.16,debit,138.5,-35.01
8904,authorized,POS,6997.37,07-10-2018,22:59:44,M,20,63.25,debit,145.2,-37.86
8905,authorized,SALES-POS,5943.02,07-10-2018,23:32:39,M,42,25.95,debit,150.9,-33.78
8906,authorized,SALES-POS,2871.29,08-10-2018,00:25:42,F,26,32.77,debit,153.4,-27.95
8907,authorized,SALES-POS,7288.97,08-10-2018,01:36:11,F,27,23.27,debit,116,-32
8908,posted,INTER BANK,13790.05,08-10-2018,03:00:00,M,39,33,debit,145.1,-37.84
8909,posted,INTER BANK,9559.07,08-10-2018,03:00:00,F,19,24,debit,145.1,-37.76
8910,posted,PAYMENT,7751.43,08-10-2018,04:00:00,F,30,66,debit,145,-37.85
8911,posted,INTER BANK,2349.51,08-10-2018,04:00:00,F,18,883,debit,153,-27.48
8912,posted,PAYMENT,8569.5,08-10-2018,05:00:00,M,22,34,debit,145,-37.88
8913,posted,PAYMENT,10600.54,08-10-2018,06:00:00,M,44,156,debit,144.7,-37.73
8914,posted,PAYMENT,3975.74,08-10-2018,06:00:00,F,35,35,debit,138.6,-34.84
8915,authorized,SALES-POS,3653.68,08-10-2018,06:26:39,F,40,47.26,debit,153.1,-27.66
8916,posted,PAYMENT,19094.66,08-10-2018,08:00:00,M,38,183,debit,143.8,-37.66
8917,posted,INTER BANK,202219.07,08-10-2018,08:00:00,F,40,51,debit,143.8,-37.66
8918,authorized,POS,14110.02,08-10-2018,08:09:35,M,52,14.92,debit,116,-31.87
8919,authorized,POS,10213.48,08-10-2018,08:29:35,M,26,51.51,debit,144.8,-37.69
8920,authorized,POS,2837.35,08-10-2018,08:49:35,F,26,33.94,debit,153.4,-27.95
8921,posted,PAYMENT,8869.95,08-10-2018,09:00:00,F,34,134,debit,130.9,-12.37
8922,posted,INTER BANK,15660.85,08-10-2018,09:00:00,M,24,39,debit,152.9,-27.49
8923,authorized,SALES-POS,5925.21,08-10-2018,09:04:08,M,42,17.81,debit,150.9,-33.78
8924,authorized,SALES-POS,4449.75,08-10-2018,09:12:45,F,24,7.98,debit,145.4,-37.74
8925,authorized,POS,612.55,08-10-2018,09:21:22,M,38,9.98,debit,151.2,-33.94
8926,authorized,POS,4445.27,08-10-2018,09:29:59,F,24,4.48,debit,145.4,-37.74
8927,authorized,SALES-POS,14076.85,08-10-2018,09:38:37,M,52,33.17,debit,116,-31.87
8928,authorized,SALES-POS,7769.31,08-10-2018,09:47:14,M,21,23.36,debit,147,-37.97
8929,authorized,POS,4433.02,08-10-2018,09:55:51,F,24,12.25,debit,145.4,-37.74
8930,authorized,SALES-POS,6797.6,08-10-2018,10:06:07,M,26,10.47,debit,115.7,-31.9
8931,authorized,SALES-POS,12935.06,08-10-2018,10:17:52,M,28,34.36,debit,147.6,-22.84
8932,authorized,SALES-POS,2832.65,08-10-2018,10:29:38,F,26,4.7,debit,153.4,-27.95
8933,authorized,POS,6648.04,08-10-2018,10:41:24,F,25,31.97,debit,115.7,-31.72
8934,authorized,POS,2809.81,08-10-2018,10:53:10,F,26,22.84,debit,153.4,-27.95
8935,posted,PAY/SALARY,12496.05,08-10-2018,11:00:00,F,34,1711.39,credit,151,-33.77
8936,posted,PAYMENT,12450.05,08-10-2018,11:00:00,F,34,46,debit,151,-33.77
8937,posted,PAYMENT,58777.87,08-10-2018,11:00:00,M,19,37,debit,115.9,-31.92
8938,posted,PAY/SALARY,4545.77,08-10-2018,11:00:00,F,40,892.09,credit,153.1,-27.66
8939,posted,PAYMENT,43722.72,08-10-2018,11:00:00,M,38,42,debit,151.2,-33.9
8940,posted,PAY/SALARY,6548.23,08-10-2018,11:00:00,F,26,1843.14,credit,151.2,-33.85
8941,authorized,SALES-POS,2803.22,08-10-2018,11:09:59,F,26,6.59,debit,153.4,-27.95
8942,authorized,POS,5728.76,08-10-2018,11:33:48,M,42,196.45,debit,150.9,-33.78
8943,authorized,POS,1351.01,08-10-2018,11:57:37,F,26,1452.21,debit,153.4,-27.95
8944,posted,PAYMENT,8561.69,08-10-2018,12:00:00,M,22,106,debit,255,-573
8945,posted,PAY/SALARY,8638.2,08-10-2018,12:00:00,M,20,1640.83,credit,145.2,-37.86
8946,posted,PAY/SALARY,4838.69,08-10-2018,12:00:00,F,35,862.95,credit,138.6,-34.84
8947,posted,PAYMENT,4358.02,08-10-2018,12:00:00,F,24,75,debit,145.4,-37.74
8948,authorized,SALES-POS,6773.96,08-10-2018,12:21:25,M,26,23.64,debit,115.7,-31.9
8949,authorized,POS,59119.92,08-10-2018,12:45:14,M,38,55.47,debit,130.9,-12.49
8950,posted,PAY/SALARY,11684.97,08-10-2018,13:00:00,M,31,2886.52,credit,151.1,-33.99
8951,posted,PAY/SALARY,20005.06,08-10-2018,13:00:00,M,43,2588.01,credit,145.1,-37.84
8952,posted,PAY/SALARY,10162.29,08-10-2018,13:00:00,M,27,1396.23,credit,144.7,-37.58
8953,posted,PAY/SALARY,32794.21,08-10-2018,13:00:00,F,43,664.43,credit,145.3,-38.03
8954,posted,PAY/SALARY,5301.6,08-10-2018,13:00:00,F,24,1059.84,credit,145.4,-37.74
8955,posted,PAY/SALARY,10766.72,08-10-2018,13:00:00,M,19,990.55,credit,115.9,-32.07
8956,authorized,SALES-POS,6340.95,08-10-2018,13:09:16,M,23,12.44,debit,150.9,-34.37
8957,authorized,SALES-POS,4241.76,08-10-2018,13:33:39,F,24,116.26,debit,145.4,-37.74
8958,authorized,POS,7274.85,08-10-2018,13:58:02,F,27,14.12,debit,116,-32
8959,posted,PAYMENT,12185.6,08-10-2018,14:00:00,M,21,40,debit,115.8,-31.82
8960,posted,PAY/SALARY,18606.85,08-10-2018,14:00:00,M,40,2280.36,credit,151.2,-33.96
8961,posted,PAYMENT,41132.99,08-10-2018,14:00:00,M,28,20,debit,151.1,-33.89
8962,posted,PAY/SALARY,10687.82,08-10-2018,14:00:00,F,30,1636.72,credit,149.8,-29.47
8963,authorized,POS,589.52,08-10-2018,14:23:35,M,38,23.03,debit,151.2,-33.94
8964,authorized,SALES-POS,25054.61,08-10-2018,14:49:13,F,34,12.82,debit,138.5,-35.01
8965,posted,INTER BANK,7696.43,08-10-2018,15:00:00,F,30,55,debit,145,-37.85
8966,posted,PAYMENT,14033.4,08-10-2018,15:00:00,F,23,22,debit,145,-37.93
8967,authorized,SALES-POS,1339.35,08-10-2018,15:15:15,F,26,11.66,debit,153.4,-27.95
8968,authorized,SALES-POS,7753.04,08-10-2018,15:41:34,M,21,16.27,debit,147,-37.97
8969,authorized,SALES-POS,7256.09,08-10-2018,16:08:49,F,27,18.76,debit,116,-32
8970,authorized,SALES-POS,7246.76,08-10-2018,16:38:14,F,27,9.33,debit,116,-32
8971,posted,PAY/SALARY,61632.61,08-10-2018,17:00:00,M,19,2854.74,credit,115.9,-31.92
8972,posted,PAYMENT,9502.38,08-10-2018,17:00:00,F,19,36,debit,145.1,-37.76
8973,posted,PAY/SALARY,45187.76,08-10-2018,17:00:00,M,28,4054.77,credit,151.1,-33.89
8974,posted,PAYMENT,45029.76,08-10-2018,17:00:00,M,28,158,debit,151.1,-33.89
8975,posted,PAYMENT,5248.6,08-10-2018,17:00:00,F,24,53,debit,145.4,-37.74
8976,authorized,SALES-POS,1319.15,08-10-2018,17:08:23,F,26,20.2,debit,153.4,-27.95
8977,authorized,POS,9538.38,08-10-2018,17:40:38,F,19,20.69,debit,145.1,-37.76
8978,authorized,POS,8472.56,08-10-2018,18:13:47,M,22,39.67,debit,151,-33.93
8979,authorized,SALES-POS,5716.74,08-10-2018,18:48:16,M,42,12.02,debit,150.9,-33.78
8980,posted,PAYMENT,16924.54,08-10-2018,19:00:00,M,18,55,debit,153.4,-28.01
8981,authorized,SALES-POS,7743.54,08-10-2018,19:25:23,M,21,9.5,debit,147,-37.97
8982,posted,PAYMENT,8196.14,08-10-2018,20:00:00,M,69,64,debit,144.9,-37.76
8983,posted,PAYMENT,115297.97,08-10-2018,20:00:00,M,42,33,debit,148.1,-23.52
8984,posted,PAYMENT,10117.85,08-10-2018,20:00:00,M,22,73,debit,151.1,-33.8
8985,posted,PAYMENT,2288.51,08-10-2018,20:00:00,F,18,61,debit,153,-27.48
8986,authorized,SALES-POS,7236.13,08-10-2018,20:01:38,F,27,10.63,debit,116,-32
8987,authorized,SALES-POS,3395.92,08-10-2018,20:18:01,M,24,12.02,debit,145,-37.83
8988,authorized,POS,5700.8,08-10-2018,20:34:25,M,42,15.94,debit,150.9,-33.78
8989,authorized,POS,5002.2,08-10-2018,20:50:49,M,20,9.26,debit,145,-37.92
8990,authorized,SALES-POS,7732.99,08-10-2018,21:05:38,M,21,10.55,debit,147,-37.97
8991,authorized,SALES-POS,38753.62,08-10-2018,21:18:27,M,21,11.73,debit,146.9,-36.07
8992,authorized,SALES-POS,6931.92,08-10-2018,21:31:16,F,41,129.76,debit,144.9,-37.79
8993,authorized,POS,5238.21,08-10-2018,21:44:06,F,24,10.39,debit,145.4,-37.74
8994,authorized,POS,1293.97,08-10-2018,21:56:55,F,26,25.18,debit,153.4,-27.95
8995,posted,PAYMENT,10735.72,08-10-2018,22:00:00,M,19,31,debit,115.9,-32.07
8996,authorized,SALES-POS,4990.11,08-10-2018,22:16:10,M,20,12.09,debit,145,-37.92
8997,authorized,SALES-POS,15639.67,08-10-2018,22:37:26,M,24,21.18,debit,152.9,-27.49
8998,authorized,SALES-POS,3371.57,08-10-2018,22:58:43,M,24,24.35,debit,145,-37.83
8999,posted,INTER BANK,4571.99,08-10-2018,23:00:00,F,27,20,debit,147.6,-37.82
9000,posted,PAYMENT,10152.48,08-10-2018,23:00:00,M,26,61,debit,144.8,-37.69
9001,authorized,POS,4960.33,09-10-2018,00:21:14,M,20,29.78,debit,145,-37.92
9002,authorized,POS,5623.07,09-10-2018,01:16:31,M,42,77.73,debit,150.9,-33.78
9003,authorized,SALES-POS,4934.74,09-10-2018,01:59:59,M,20,25.59,debit,145,-37.92
9004,posted,INTER BANK,1273.97,09-10-2018,02:00:00,F,26,20,debit,153.4,-27.95
9005,posted,INTER BANK,17283.43,09-10-2018,02:00:00,M,42,159,debit,149,-35.25
9006,posted,PAYMENT,5532.07,09-10-2018,02:00:00,M,42,91,debit,150.9,-33.78
9007,posted,INTER BANK,19340.57,09-10-2018,03:00:00,F,35,17,debit,144.9,-37.84
9008,posted,INTER BANK,16286.61,09-10-2018,03:00:00,F,40,76,debit,138.5,-34.96
9009,posted,PHONE BANK,18610.14,09-10-2018,03:00:00,M,29,43,debit,121.4,-30.75
9010,posted,INTER BANK,7969.21,09-10-2018,04:00:00,F,21,20,debit,145,-37.95
9011,posted,PAYMENT,44999.76,09-10-2018,04:00:00,M,28,30,debit,151.1,-33.89
9012,authorized,SALES-POS,1257.37,09-10-2018,04:46:39,F,26,16.6,debit,153.4,-27.95
9013,posted,INTER BANK,19052.66,09-10-2018,05:00:00,M,38,42,debit,143.8,-37.66
9014,posted,PAYMENT,8849.95,09-10-2018,05:00:00,F,34,20,debit,130.9,-12.37
9015,posted,PAYMENT,14203.64,09-10-2018,06:00:00,F,39,21,debit,151,-33.8
9016,posted,PAYMENT,17418.39,09-10-2018,07:00:00,M,20,39,debit,138.5,-35.27
9017,posted,PAYMENT,8604.2,09-10-2018,07:00:00,M,20,34,debit,145.2,-37.86
9018,posted,PAYMENT,1221.37,09-10-2018,07:00:00,F,26,36,debit,153.4,-27.95
9019,authorized,POS,15614.19,09-10-2018,07:27:08,M,24,25.48,debit,152.9,-27.49
9020,posted,PAYMENT,19304.57,09-10-2018,08:00:00,F,35,36,debit,144.9,-37.84
9021,authorized,SALES-POS,12923.3,09-10-2018,08:10:11,M,28,11.76,debit,147.6,-22.84
9022,authorized,POS,7154.82,09-10-2018,08:29:03,F,27,81.31,debit,116,-32
9023,authorized,SALES-POS,10144.54,09-10-2018,08:47:55,M,26,7.94,debit,144.8,-37.69
9024,posted,INTER BANK,44970.76,09-10-2018,09:00:00,M,28,29,debit,151.1,-33.89
9025,posted,PAYMENT,6458.23,09-10-2018,09:00:00,F,26,90,debit,151.2,-33.85
9026,posted,PAYMENT,14229.45,09-10-2018,09:00:00,F,19,54,debit,150.8,-34.01
9027,authorized,SALES-POS,63355.51,09-10-2018,09:03:03,M,33,62.15,debit,145.1,-37.7
9028,authorized,SALES-POS,10110.94,09-10-2018,09:11:31,M,26,33.6,debit,144.8,-37.69
9029,authorized,SALES-POS,61622.37,09-10-2018,09:19:59,M,19,10.24,debit,115.9,-31.92
9030,authorized,POS,5222.92,09-10-2018,09:28:28,M,37,18.26,debit,153.3,-27.93
9031,authorized,POS,5219.86,09-10-2018,09:36:56,F,24,18.35,debit,145.4,-37.74
9032,authorized,POS,14283.45,09-10-2018,09:45:25,F,19,59.98,debit,150.8,-34.01
9033,authorized,SALES-POS,6623.2,09-10-2018,09:53:53,M,44,13.06,debit,145.1,-37.9
9034,posted,PAYMENT,63243.51,09-10-2018,10:00:00,M,33,112,debit,145.1,-37.7
9035,authorized,POS,4901.61,09-10-2018,10:05:57,M,20,33.13,debit,145,-37.92
9036,authorized,POS,25038.61,09-10-2018,10:27:14,F,34,16,debit,138.5,-35.01
9037,authorized,SALES-POS,4881.41,09-10-2018,10:48:30,M,20,20.2,debit,145,-37.92
9038,posted,PAYMENT,19259.57,09-10-2018,11:00:00,F,35,45,debit,144.9,-37.84
9039,authorized,POS,63210.95,09-10-2018,11:04:04,M,33,32.56,debit,145.1,-37.7
9040,authorized,SALES-POS,6508.71,09-10-2018,11:12:55,M,44,114.49,debit,145.1,-37.9
9041,authorized,SALES-POS,7803.42,09-10-2018,11:21:46,M,38,22.96,debit,138.6,-34.86
9042,authorized,SALES-POS,5501.12,09-10-2018,11:30:37,M,42,30.95,debit,150.9,-33.78
9043,authorized,POS,5304.39,09-10-2018,11:39:28,F,18,17.61,debit,150.7,-33.64
9044,authorized,POS,3348.51,09-10-2018,11:48:19,M,24,23.06,debit,145,-37.83
9045,authorized,POS,25025.65,09-10-2018,11:57:10,F,34,12.96,debit,138.5,-35.01
9046,posted,PAY/SALARY,21702.81,09-10-2018,12:00:00,F,35,2443.24,credit,144.9,-37.84
9047,posted,PAYMENT,44822.76,09-10-2018,12:00:00,M,28,148,debit,151.1,-33.89
9048,posted,INTER BANK,14238.74,09-10-2018,12:00:00,M,35,73,debit,153,-27.66
9049,posted,PAY/SALARY,65929.46,09-10-2018,12:00:00,M,33,2718.51,credit,145.1,-37.7
9050,authorized,POS,11463.83,09-10-2018,12:14:46,M,31,221.14,debit,151.1,-33.99
9051,authorized,POS,565.53,09-10-2018,12:36:31,M,38,23.99,debit,151.2,-33.94
9052,authorized,SALES-POS,5204.64,09-10-2018,12:58:15,F,24,15.22,debit,145.4,-37.74
9053,posted,PAY/SALARY,5692.83,09-10-2018,13:00:00,M,31,996.24,credit,150.9,-33.77
9054,posted,PAY/SALARY,19041.24,09-10-2018,13:00:00,M,42,1757.81,credit,149,-35.25
9055,authorized,POS,559.1,09-10-2018,13:20:26,M,38,6.43,debit,151.2,-33.94
9056,authorized,POS,13762.52,09-10-2018,13:42:39,M,39,27.53,debit,145.1,-37.84
9057,posted,PAYMENT,24972.1,09-10-2018,14:00:00,F,34,39,debit,138.5,-35.01
9058,posted,PAY/SALARY,6174.3,09-10-2018,14:00:00,F,18,761.33,credit,138.6,-34.89
9059,posted,PAYMENT,28534.21,09-10-2018,14:00:00,F,50,171,debit,144.9,-37.69
9060,posted,PAYMENT,10134.29,09-10-2018,14:00:00,M,27,28,debit,144.7,-37.58
9061,posted,PAY/SALARY,7127.99,09-10-2018,14:00:00,F,21,1037.07,credit,114.6,-28.8
9062,authorized,SALES-POS,5558.7,09-10-2018,14:03:14,M,25,12.04,debit,145.7,-17.03
9063,authorized,POS,11452.8,09-10-2018,14:17:56,M,31,11.03,debit,151.1,-33.99
9064,authorized,POS,7127.05,09-10-2018,14:32:38,F,27,27.77,debit,116,-32
9065,authorized,POS,25011.1,09-10-2018,14:47:21,F,34,14.55,debit,138.5,-35.01
9066,posted,PAYMENT,6616.04,09-10-2018,15:00:00,F,25,32,debit,115.7,-31.72
9067,posted,PAYMENT,32693.21,09-10-2018,15:00:00,F,43,101,debit,145.3,-38.03
9068,authorized,POS,7784.85,09-10-2018,15:01:49,M,38,18.57,debit,138.6,-34.86
9069,authorized,SALES-POS,202191.53,09-10-2018,15:14:48,F,40,27.54,debit,143.8,-37.66
9070,authorized,SALES-POS,14193.74,09-10-2018,15:27:47,F,19,35.71,debit,150.8,-34.01
9071,authorized,SALES-POS,59038.93,09-10-2018,15:40:46,M,38,80.99,debit,130.9,-12.49
9072,authorized,POS,6871.66,09-10-2018,15:53:45,F,41,60.26,debit,144.9,-37.79
9073,posted,PAY/SALARY,6864.62,09-10-2018,16:00:00,F,53,970.47,credit,153,-27.51
9074,posted,INTER BANK,1129.37,09-10-2018,16:00:00,F,26,92,debit,153.4,-27.95
9075,posted,PAYMENT,12465.58,09-10-2018,16:00:00,M,25,46,debit,115.7,-31.94
9076,authorized,SALES-POS,24949.88,09-10-2018,16:12:05,F,34,22.22,debit,138.5,-35.01
9077,authorized,POS,18591.53,09-10-2018,16:35:20,M,40,15.32,debit,151.2,-33.96
9078,authorized,SALES-POS,65901.31,09-10-2018,16:58:36,M,33,28.15,debit,145.1,-37.7
9079,posted,PAYMENT,10573.54,09-10-2018,17:00:00,M,44,27,debit,144.7,-37.73
9080,posted,PAY/SALARY,1561.23,09-10-2018,17:00:00,M,38,1002.13,credit,151.2,-33.94
9081,posted,PAY/SALARY,21581.92,09-10-2018,17:00:00,F,38,1541.12,credit,144.8,-37.81
9082,posted,PAY/SALARY,5981.11,09-10-2018,17:00:00,M,20,1099.7,credit,145,-37.92
9083,posted,PAY/SALARY,7532.54,09-10-2018,17:00:00,F,47,1272.47,credit,115.7,-32.28
